Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Problem Start Time	Problem End Time	Latency (sec)	Steps Missing Start Times	Hints	Incorrects	Corrects	Avg Corrects	Steps	Avg Assistance Score	Correct First Attempts	Condition	KCs (Default)	Steps without KCs (Default)	KC List (Default)	KCs (Single-KC)	Steps without KCs (Single-KC)	KC List (Single-KC)	KCs (Unique-step)	Steps without KCs (Unique-step)	KC List (Unique-step)
66	All Data	bigant	Assignment red, ProblemSet Red Level 3!	4xplus1eq9-diagrams-first	1	2021-05-14 12:33:00	2021-05-14 12:34:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC298, KC3, KC305, KC334, KC354, KC463, KC511, KC99
67	All Data	bigant	Assignment red, ProblemSet Red Level 3!	3xplus2eq8-diagrams-first	1	2021-05-14 12:34:00	2021-05-14 12:34:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC136, KC285, KC295, KC331, KC547, KC578, KC592, KC71
68	All Data	bigant	Assignment red, ProblemSet Red Level 3!	3xplus8eq17-diagrams-first	1	2021-05-14 12:35:00	2021-05-14 12:36:00	60.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC111, KC216, KC241, KC394, KC470, KC563, KC573, KC676
69	All Data	bigant	Assignment red, ProblemSet Red Level 3!	4xplus3eq11-diagrams-first	1	2021-05-14 12:36:00	2021-05-14 12:37:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC283, KC353, KC416, KC49, KC525, KC559, KC670, KC82
70	All Data	bigant	Assignment red, ProblemSet Red Level 4!	1plus2xeq5-diagrams-first	1	2021-05-14 12:37:00	2021-05-14 12:37:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC118, KC301, KC340, KC352, KC375, KC481, KC551, KC656
71	All Data	bigant	Assignment red, ProblemSet Red Level 4!	7plus2xeq11-diagrams-first	1	2021-05-14 12:38:00	2021-05-14 12:38:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC170, KC205, KC234, KC282, KC43, KC468, KC56, KC59
72	All Data	bigant	Assignment red, ProblemSet Red Level 4!	9eq2xplus5-diagrams-first	1	2021-05-14 12:38:00	2021-05-14 12:39:00	60.000	0	0	3	8	1.000	8	0.375	7	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC114, KC138, KC147, KC181, KC377, KC417, KC437, KC529
73	All Data	bigant	Assignment red, ProblemSet Red Level 4!	15eq4xplus3-diagrams-first	1	2021-05-14 12:39:00	2021-05-14 12:39:00	0.000	0	1	0	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC150, KC218, KC286, KC318, KC509, KC532, KC6, KC633
74	All Data	bigant	Assignment red, ProblemSet Red Level 4!	19eq3xplus4-diagrams-first	1	2021-05-14 12:40:00	2021-05-14 12:40:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC198, KC223, KC436, KC483, KC492, KC536, KC587, KC73
75	All Data	bigant	Assignment red, ProblemSet Red Level 4!	15eq4xplus7-diagrams-first	1	2021-05-14 12:40:00	2021-05-14 12:40:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC173, KC19, KC299, KC337, KC366, KC552, KC584, KC632
76	All Data	bigant	Assignment red, ProblemSet Red Level 4!	7eq5plus2x-diagrams-first	1	2021-05-14 12:41:00	2021-05-14 12:41:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC112, KC116, KC317, KC338, KC491, KC562, KC591, KC637
77	All Data	bigant	Assignment red, ProblemSet Red Level 4!	8eq3plus5x-diagrams-first	1	2021-05-14 12:42:00	2021-05-14 12:43:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC109, KC125, KC260, KC302, KC333, KC574, KC608, KC613
78	All Data	bigant	Assignment red, ProblemSet Red Level 5!	3xeqxplus4-diagrams-first	1	2021-05-14 12:43:00	2021-05-14 12:44:00	60.000	0	0	2	8	1.000	8	0.250	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC107, KC149, KC206, KC274, KC279, KC397, KC515, KC671
79	All Data	bigant	Assignment red, ProblemSet Red Level 5!	7xeq2xplus5-diagrams-first	1	2021-05-14 12:44:00	2021-05-14 12:44:00	0.000	0	0	4	8	1.000	8	0.500	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC12, KC275, KC373, KC413, KC458, KC508, KC518, KC58
80	All Data	bigant	Assignment red, ProblemSet Red Level 5!	6xeq7plus5x-diagrams-first	1	2021-05-14 12:45:00	2021-05-14 12:45:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-var, combine-like-var, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	5	0	KC127, KC158, KC250, KC349, KC652
81	All Data	bigant	Assignment red, ProblemSet Red Level 5!	7xeq20plus2x-diagrams-first	1	2021-05-14 12:46:00	2021-05-14 12:47:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC143, KC17, KC270, KC273, KC28, KC407, KC469, KC471
82	All Data	bigant	Assignment red, ProblemSet Red Level 6!	5xeq2xplus15-diagrams-first	1	2021-05-17 12:24:00	2021-05-17 12:25:00	60.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC113, KC115, KC276, KC499, KC595, KC60, KC607, KC70
83	All Data	bigant	Assignment red, ProblemSet Red Level 6!	9xeq5xplus8-diagrams-first	1	2021-05-17 12:25:00	2021-05-17 12:26:00	60.000	0	0	2	8	1.000	8	0.250	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC133, KC34, KC418, KC489, KC490, KC596, KC644, KC659
84	All Data	bigant	Assignment red, ProblemSet Red Level 6!	4xeq2xplus6-diagrams-first	1	2021-05-17 12:26:00	2021-05-17 12:30:00	240.000	0	6	12	2	0.400	5	3.600	2	none (none)	4	1	divide, division-complex, selectd-divide, selectd-given-eq	1	0	Single-KC	4	1	KC195, KC253, KC289, KC89
85	All Data	bigbat	Assignment red, ProblemSet Red Level 1!	xplus2eq6-diagrams-first	1	2021-05-12 12:53:00	2021-05-12 13:05:00	720.000	0	1	5	5	1.000	5	1.200	2	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC15, KC284, KC319, KC504, KC538
86	All Data	bigbat	Assignment red, ProblemSet Red Level 1!	xplus3eq5-diagrams-first	1	2021-05-12 13:06:00	2021-05-12 13:07:00	60.000	0	0	2	5	1.000	5	0.400	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC308, KC398, KC520, KC542, KC62
87	All Data	bigbat	Assignment red, ProblemSet Red Level 1!	xplus3eq8-diagrams-first	1	2021-05-12 13:07:00	2021-05-12 13:08:00	60.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC122, KC494, KC550, KC566, KC90
88	All Data	bigbat	Assignment red, ProblemSet Red Level 1!	xplus6eq8-diagrams-first	1	2021-05-12 13:08:00	2021-05-12 13:08:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC16, KC248, KC5, KC537, KC615
89	All Data	bigbat	Assignment red, ProblemSet Red Level 1!	1plusxeq7-diagrams-first	1	2021-05-12 13:09:00	2021-05-12 13:09:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC156, KC293, KC357, KC382, KC414
90	All Data	bigbat	Assignment red, ProblemSet Red Level 1!	2plusxeq9-diagrams-first	1	2021-05-12 13:09:00	2021-05-12 13:10:00	60.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC167, KC214, KC374, KC544, KC619
91	All Data	bigbat	Assignment red, ProblemSet Red Level 1!	5plusxeq7-diagrams-first	1	2021-05-12 13:10:00	2021-05-12 13:11:00	60.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC172, KC192, KC313, KC371, KC40
92	All Data	bigbat	Assignment red, ProblemSet Red Level 1!	4plusxeq9-diagrams-first	1	2021-05-12 13:11:00	2021-05-12 13:11:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC163, KC254, KC506, KC556, KC61
93	All Data	bigbat	Assignment red, ProblemSet Red Level 2!	8eqxplus3-diagrams-first	1	2021-05-13 12:24:00	2021-05-13 12:25:00	60.000	0	0	3	5	1.000	5	0.600	4	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC257, KC306, KC322, KC495, KC57
94	All Data	bigbat	Assignment red, ProblemSet Red Level 2!	3eqxplus1-diagrams-first	1	2021-05-13 12:25:00	2021-05-13 12:25:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC164, KC526, KC548, KC605, KC65
95	All Data	bigbat	Assignment red, ProblemSet Red Level 2!	9eq4plusx-diagrams-first	1	2021-05-13 12:26:00	2021-05-13 12:26:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC277, KC390, KC528, KC557, KC669
96	All Data	bigbat	Assignment red, ProblemSet Red Level 2!	10eq5plusx-diagrams-first	1	2021-05-13 12:26:00	2021-05-13 12:27:00	60.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC180, KC224, KC401, KC627, KC95
97	All Data	bigbat	Assignment red, ProblemSet Red Level 3!	2xplus3eq7-diagrams-first	1	2021-05-13 12:27:00	2021-05-14 12:39:00	87120.000	0	23	23	12	0.923	13	3.538	8	none (none)	8	4	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	5	KC323, KC406, KC41, KC443, KC530, KC560, KC580, KC84
98	All Data	bigbat	Assignment red, ProblemSet Red Level 3!	3xplus1eq10-diagrams-first	1	2021-05-14 12:39:00	2021-05-14 12:42:00	180.000	0	19	1	12	0.923	13	1.538	11	none (none)	8	4	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	7	6	KC102, KC326, KC345, KC408, KC474, KC594, KC668
99	All Data	bigbat	Assignment red, ProblemSet Red Level 3!	4xplus1eq9-diagrams-first	1	2021-05-14 12:43:00	2021-05-14 12:45:00	120.000	0	16	2	12	0.923	13	1.385	11	none (none)	8	4	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	7	6	KC298, KC3, KC305, KC354, KC463, KC511, KC99
100	All Data	bigbat	Assignment red, ProblemSet Red Level 3!	3xplus2eq8-diagrams-first	1	2021-05-14 12:45:00	2021-05-14 12:47:00	120.000	0	14	1	12	0.923	13	1.154	11	none (none)	8	5	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	7	6	KC136, KC285, KC295, KC331, KC578, KC592, KC71
101	All Data	bigbat	Assignment red, ProblemSet Red Level 3!	3xplus8eq17-diagrams-first	1	2021-05-17 12:27:00	2021-05-17 12:30:00	180.000	0	16	2	12	0.923	13	1.385	11	none (none)	8	4	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	7	6	KC111, KC216, KC241, KC394, KC470, KC563, KC573
102	All Data	bigbat	Assignment red, ProblemSet Red Level 3!	4xplus3eq11-diagrams-first	1	2021-05-17 12:31:00	2021-05-17 12:31:00	0.000	0	0	1	3	1.000	3	0.333	3	none (none)	3	0	selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	3	0	KC283, KC353, KC670
103	All Data	bigbear	Assignment red, ProblemSet Red Level 1!	xplus2eq6-diagrams-first	1	2021-05-12 12:52:00	2021-05-12 13:08:00	960.000	0	12	18	5	0.833	6	5.000	1	none (none)	5	2	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	6	0	KC15, KC25, KC284, KC319, KC504, KC538
104	All Data	bigbear	Assignment red, ProblemSet Red Level 1!	xplus3eq5-diagrams-first	1	2021-05-12 13:08:00	2021-05-12 13:09:00	60.000	0	0	3	5	1.000	5	0.600	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC308, KC398, KC520, KC542, KC62
105	All Data	bigbear	Assignment red, ProblemSet Red Level 1!	xplus3eq8-diagrams-first	1	2021-05-12 13:10:00	2021-05-12 13:11:00	60.000	0	0	2	5	1.000	5	0.400	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC122, KC494, KC550, KC566, KC90
106	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	xplus2eq6-diagrams-first	1	2021-05-12 14:28:00	2021-05-12 14:29:00	60.000	0	2	2	2	0.500	4	1.000	2	none (none)	2	2	selectd-given-eq, selectd-subtract-const	1	0	Single-KC	4	0	KC15, KC25, KC319, KC538
107	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	xplus2eq6-diagrams-first	2	2021-05-12 14:30:00	2021-05-12 14:32:00	120.000	0	2	16	1	0.333	3	6.000	0	none (none)	3	1	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	3	0	KC25, KC284, KC504
108	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	xplus2eq6-diagrams-first	3	2021-05-12 14:33:00	2021-05-12 14:34:00	60.000	0	2	2	2	0.667	3	1.333	1	none (none)	1	2	cancel-const	1	0	Single-KC	3	0	KC15, KC25, KC284
109	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	xplus3eq5-diagrams-first	1	2021-05-12 14:34:00	2021-05-12 14:35:00	60.000	0	0	4	5	1.000	5	0.800	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC308, KC398, KC520, KC542, KC62
110	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	xplus3eq8-diagrams-first	1	2021-05-12 14:36:00	2021-05-12 14:36:00	0.000	0	0	1	5	1.000	5	0.200	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC122, KC494, KC550, KC566, KC90
111	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	xplus6eq8-diagrams-first	1	2021-05-12 14:36:00	2021-05-12 14:37:00	60.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC16, KC248, KC5, KC537, KC615
112	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	1plusxeq7-diagrams-first	1	2021-05-12 14:37:00	2021-05-12 14:37:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC156, KC293, KC357, KC382, KC414
113	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	2plusxeq9-diagrams-first	1	2021-05-12 14:38:00	2021-05-12 14:38:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC167, KC214, KC374, KC544, KC619
114	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	5plusxeq7-diagrams-first	1	2021-05-12 14:38:00	2021-05-12 14:38:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC172, KC192, KC313, KC371, KC40
115	All Data	bigbird	Assignment red, ProblemSet Red Level 1!	4plusxeq9-diagrams-first	1	2021-05-12 14:39:00	2021-05-12 14:39:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC163, KC254, KC506, KC556, KC61
116	All Data	bigbird	Assignment red, ProblemSet Red Level 2!	8eqxplus3-diagrams-first	1	2021-05-12 14:39:00	2021-05-12 14:40:00	60.000	0	0	2	5	1.000	5	0.400	3	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC257, KC306, KC322, KC495, KC57
117	All Data	bigbird	Assignment red, ProblemSet Red Level 2!	3eqxplus1-diagrams-first	1	2021-05-12 14:40:00	2021-05-12 14:40:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC164, KC526, KC548, KC605, KC65
118	All Data	bigbird	Assignment red, ProblemSet Red Level 2!	9eq4plusx-diagrams-first	1	2021-05-12 14:41:00	2021-05-12 14:41:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC277, KC390, KC528, KC557, KC669
119	All Data	bigbird	Assignment red, ProblemSet Red Level 2!	10eq5plusx-diagrams-first	1	2021-05-12 14:41:00	2021-05-12 14:41:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC180, KC224, KC401, KC627, KC95
120	All Data	bigbird	Assignment red, ProblemSet Red Level 3!	2xplus3eq7-diagrams-first	1	2021-05-12 14:41:00	2021-05-12 14:43:00	120.000	0	0	2	8	1.000	8	0.250	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC323, KC36, KC406, KC41, KC530, KC560, KC580, KC84
121	All Data	bigbird	Assignment red, ProblemSet Red Level 3!	3xplus1eq10-diagrams-first	1	2021-05-12 14:43:00	2021-05-12 14:43:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC102, KC146, KC326, KC345, KC408, KC474, KC594, KC668
122	All Data	bigbird	Assignment red, ProblemSet Red Level 3!	4xplus1eq9-diagrams-first	1	2021-05-12 14:44:00	2021-05-12 14:44:00	0.000	0	0	2	8	1.000	8	0.250	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC298, KC3, KC305, KC334, KC354, KC463, KC511, KC99
123	All Data	bigbird	Assignment red, ProblemSet Red Level 3!	3xplus2eq8-diagrams-first	1	2021-05-12 14:44:00	2021-05-12 14:45:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC136, KC285, KC295, KC331, KC547, KC578, KC592, KC71
124	All Data	bigbird	Assignment red, ProblemSet Red Level 3!	3xplus8eq17-diagrams-first	1	2021-05-12 14:45:00	2021-05-12 14:45:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC111, KC216, KC241, KC394, KC470, KC563, KC573, KC676
125	All Data	bigbird	Assignment red, ProblemSet Red Level 3!	4xplus3eq11-diagrams-first	1	2021-05-12 14:46:00	2021-05-12 14:46:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC283, KC353, KC416, KC49, KC525, KC559, KC670, KC82
